column_0,dstid,sourceid,day,total_records,total_duration,total_squares_duration,total_log_duration,total_squares_log_duration,geoid10,X_geojson,day1_geom,day2_geom
212,150,567,5,563,109865,41087639,2690.04633371247,13531.8472428199,42003030500,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.991824,40.443368],[-79.9908,40.444419],[-79.990225,40.444681],[-79.987036,40.446593],[-79.983899,40.44852],[-79.983652,40.447642],[-79.982429,40.446493],[-79.980342,40.443632],[-79.979273,40.442872],[-79.977356,40.43937],[-79.975373,40.439202],[-79.977545,40.438229],[-79.981365,40.438386],[-79.985057,40.438542],[-79.984963,40.43955],[-79.98601,40.44103],[-79.988136,40.44405],[-79.988315,40.443897],[-79.990683,40.442874],[-79.992744,40.441338],[-79.991824,40.443368]]]]},""properties"":{""MOVEMENT_ID"":""150"",""DISPLAY_NAME"":""0 Roberts Street, Crawford-Roberts, Pittsburgh"",""GEOID10"":""42003030500""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.991824,40.443368],[-79.9908,40.444419],[-79.990225,40.444681],[-79.987036,40.446593],[-79.983899,40.44852],[-79.983652,40.447642],[-79.982429,40.446493],[-79.980342,40.443632],[-79.979273,40.442872],[-79.977356,40.43937],[-79.975373,40.439202],[-79.977545,40.438229],[-79.981365,40.438386],[-79.985057,40.438542],[-79.984963,40.43955],[-79.98601,40.44103],[-79.988136,40.44405],[-79.988315,40.443897],[-79.990683,40.442874],[-79.992744,40.441338],[-79.991824,40.443368]]]]},""properties"":{""MOVEMENT_ID"":""150"",""DISPLAY_NAME"":""0 Roberts Street, Crawford-Roberts, Pittsburgh"",""GEOID10"":""42003030500""}}"
213,151,567,5,190,99281,61846147,1173.49977625585,7278.39492441761,42003050600,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.966005,40.455191],[-79.96042,40.45698],[-79.958853,40.457975],[-79.957828,40.458489],[-79.95722,40.458654],[-79.956179,40.458302],[-79.95407,40.453172],[-79.954904,40.450976],[-79.95771,40.448972],[-79.958474,40.448449],[-79.958755,40.448363],[-79.96487,40.448777],[-79.965183,40.450544],[-79.96436,40.451959],[-79.964377,40.452271],[-79.964925,40.452883],[-79.965676,40.453665],[-79.966005,40.455191]]]]},""properties"":{""MOVEMENT_ID"":""151"",""DISPLAY_NAME"":""800 Clarissa Street, Upper Hill, Pittsburgh"",""GEOID10"":""42003050600""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.966005,40.455191],[-79.96042,40.45698],[-79.958853,40.457975],[-79.957828,40.458489],[-79.95722,40.458654],[-79.956179,40.458302],[-79.95407,40.453172],[-79.954904,40.450976],[-79.95771,40.448972],[-79.958474,40.448449],[-79.958755,40.448363],[-79.96487,40.448777],[-79.965183,40.450544],[-79.96436,40.451959],[-79.964377,40.452271],[-79.964925,40.452883],[-79.965676,40.453665],[-79.966005,40.455191]]]]},""properties"":{""MOVEMENT_ID"":""151"",""DISPLAY_NAME"":""800 Clarissa Street, Upper Hill, Pittsburgh"",""GEOID10"":""42003050600""}}"
214,151,567,12,293,160455,104832803,1823.01044813563,11391.2185442626,42003050600,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.966005,40.455191],[-79.96042,40.45698],[-79.958853,40.457975],[-79.957828,40.458489],[-79.95722,40.458654],[-79.956179,40.458302],[-79.95407,40.453172],[-79.954904,40.450976],[-79.95771,40.448972],[-79.958474,40.448449],[-79.958755,40.448363],[-79.96487,40.448777],[-79.965183,40.450544],[-79.96436,40.451959],[-79.964377,40.452271],[-79.964925,40.452883],[-79.965676,40.453665],[-79.966005,40.455191]]]]},""properties"":{""MOVEMENT_ID"":""151"",""DISPLAY_NAME"":""800 Clarissa Street, Upper Hill, Pittsburgh"",""GEOID10"":""42003050600""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.966005,40.455191],[-79.96042,40.45698],[-79.958853,40.457975],[-79.957828,40.458489],[-79.95722,40.458654],[-79.956179,40.458302],[-79.95407,40.453172],[-79.954904,40.450976],[-79.95771,40.448972],[-79.958474,40.448449],[-79.958755,40.448363],[-79.96487,40.448777],[-79.965183,40.450544],[-79.96436,40.451959],[-79.964377,40.452271],[-79.964925,40.452883],[-79.965676,40.453665],[-79.966005,40.455191]]]]},""properties"":{""MOVEMENT_ID"":""151"",""DISPLAY_NAME"":""800 Clarissa Street, Upper Hill, Pittsburgh"",""GEOID10"":""42003050600""}}",
215,152,567,12,107,78111,83048433,688.265849565408,4456.55580464273,42003141100,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.916414,40.416563],[-79.915285,40.418134],[-79.911706,40.420055],[-79.910728,40.421231],[-79.908507,40.423926],[-79.907343,40.423942],[-79.906117,40.426076],[-79.904095,40.426118],[-79.901368,40.42723],[-79.89922,40.426935],[-79.893595,40.426631],[-79.89218,40.427888],[-79.891006,40.427197],[-79.894194,40.425554],[-79.896749,40.426261],[-79.897324,40.426053],[-79.898872,40.41885],[-79.899542,40.415871],[-79.906038,40.415965],[-79.911057,40.415042],[-79.911536,40.414896],[-79.915609,40.415703],[-79.916414,40.416563]]]]},""properties"":{""MOVEMENT_ID"":""152"",""DISPLAY_NAME"":""1200 Uptegraf Street, Swisshelm Park, Pittsburgh"",""GEOID10"":""42003141100""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.916414,40.416563],[-79.915285,40.418134],[-79.911706,40.420055],[-79.910728,40.421231],[-79.908507,40.423926],[-79.907343,40.423942],[-79.906117,40.426076],[-79.904095,40.426118],[-79.901368,40.42723],[-79.89922,40.426935],[-79.893595,40.426631],[-79.89218,40.427888],[-79.891006,40.427197],[-79.894194,40.425554],[-79.896749,40.426261],[-79.897324,40.426053],[-79.898872,40.41885],[-79.899542,40.415871],[-79.906038,40.415965],[-79.911057,40.415042],[-79.911536,40.414896],[-79.915609,40.415703],[-79.916414,40.416563]]]]},""properties"":{""MOVEMENT_ID"":""152"",""DISPLAY_NAME"":""1200 Uptegraf Street, Swisshelm Park, Pittsburgh"",""GEOID10"":""42003141100""}}",
216,152,567,5,79,60941,63653775,513.21052200794,3356.56922805484,42003141100,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.916414,40.416563],[-79.915285,40.418134],[-79.911706,40.420055],[-79.910728,40.421231],[-79.908507,40.423926],[-79.907343,40.423942],[-79.906117,40.426076],[-79.904095,40.426118],[-79.901368,40.42723],[-79.89922,40.426935],[-79.893595,40.426631],[-79.89218,40.427888],[-79.891006,40.427197],[-79.894194,40.425554],[-79.896749,40.426261],[-79.897324,40.426053],[-79.898872,40.41885],[-79.899542,40.415871],[-79.906038,40.415965],[-79.911057,40.415042],[-79.911536,40.414896],[-79.915609,40.415703],[-79.916414,40.416563]]]]},""properties"":{""MOVEMENT_ID"":""152"",""DISPLAY_NAME"":""1200 Uptegraf Street, Swisshelm Park, Pittsburgh"",""GEOID10"":""42003141100""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.916414,40.416563],[-79.915285,40.418134],[-79.911706,40.420055],[-79.910728,40.421231],[-79.908507,40.423926],[-79.907343,40.423942],[-79.906117,40.426076],[-79.904095,40.426118],[-79.901368,40.42723],[-79.89922,40.426935],[-79.893595,40.426631],[-79.89218,40.427888],[-79.891006,40.427197],[-79.894194,40.425554],[-79.896749,40.426261],[-79.897324,40.426053],[-79.898872,40.41885],[-79.899542,40.415871],[-79.906038,40.415965],[-79.911057,40.415042],[-79.911536,40.414896],[-79.915609,40.415703],[-79.916414,40.416563]]]]},""properties"":{""MOVEMENT_ID"":""152"",""DISPLAY_NAME"":""1200 Uptegraf Street, Swisshelm Park, Pittsburgh"",""GEOID10"":""42003141100""}}"
218,153,567,12,97,49750,39121332,586.026638867743,3576.71052462622,42003271500,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.037863,40.47286],[-80.036528,40.474903],[-80.036495,40.47262],[-80.034854,40.474188],[-80.035117,40.475091],[-80.034026,40.475876],[-80.03288,40.476338],[-80.031718,40.476489],[-80.02994,40.476994],[-80.025582,40.480738],[-80.025632,40.481742],[-80.025677,40.482748],[-80.023509,40.479397],[-80.026001,40.479369],[-80.027297,40.476728],[-80.022932,40.476569],[-80.018869,40.476989],[-80.017371,40.477294],[-80.017251,40.474133],[-80.017176,40.472311],[-80.022622,40.472168],[-80.025828,40.470612],[-80.025399,40.469285],[-80.025147,40.467804],[-80.026649,40.467526],[-80.027137,40.468979],[-80.029972,40.468425],[-80.033432,40.465542],[-80.033619,40.465449],[-80.035414,40.467504],[-80.037709,40.47177],[-80.037863,40.47286]]]]},""properties"":{""MOVEMENT_ID"":""153"",""DISPLAY_NAME"":""4000 Embury Street, Marshall-Shadeland, Pittsburgh"",""GEOID10"":""42003271500""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.037863,40.47286],[-80.036528,40.474903],[-80.036495,40.47262],[-80.034854,40.474188],[-80.035117,40.475091],[-80.034026,40.475876],[-80.03288,40.476338],[-80.031718,40.476489],[-80.02994,40.476994],[-80.025582,40.480738],[-80.025632,40.481742],[-80.025677,40.482748],[-80.023509,40.479397],[-80.026001,40.479369],[-80.027297,40.476728],[-80.022932,40.476569],[-80.018869,40.476989],[-80.017371,40.477294],[-80.017251,40.474133],[-80.017176,40.472311],[-80.022622,40.472168],[-80.025828,40.470612],[-80.025399,40.469285],[-80.025147,40.467804],[-80.026649,40.467526],[-80.027137,40.468979],[-80.029972,40.468425],[-80.033432,40.465542],[-80.033619,40.465449],[-80.035414,40.467504],[-80.037709,40.47177],[-80.037863,40.47286]]]]},""properties"":{""MOVEMENT_ID"":""153"",""DISPLAY_NAME"":""4000 Embury Street, Marshall-Shadeland, Pittsburgh"",""GEOID10"":""42003271500""}}",
221,155,567,5,76,44598,36669962,475.662829685215,2991.39317537954,42003425000,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.958274,40.503868],[-79.955221,40.50396],[-79.9562,40.505376],[-79.950757,40.505525],[-79.951888,40.508252],[-79.948618,40.508666],[-79.947496,40.507477],[-79.946139,40.507604],[-79.943228,40.507316],[-79.944624,40.505729],[-79.944788,40.504172],[-79.942514,40.501529],[-79.940547,40.501483],[-79.94045,40.496367],[-79.939738,40.49499],[-79.939564,40.494671],[-79.939279,40.493873],[-79.938762,40.492259],[-79.938355,40.490983],[-79.947617,40.488758],[-79.951054,40.487655],[-79.954449,40.490819],[-79.955713,40.491748],[-79.956559,40.493337],[-79.954714,40.493946],[-79.950167,40.496926],[-79.948121,40.498264],[-79.949413,40.500594],[-79.950675,40.502113],[-79.954247,40.502],[-79.958266,40.501406],[-79.958274,40.503868]]]]},""properties"":{""MOVEMENT_ID"":""155"",""DISPLAY_NAME"":""100 Cherry Street, Pittsburgh"",""GEOID10"":""42003425000""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.958274,40.503868],[-79.955221,40.50396],[-79.9562,40.505376],[-79.950757,40.505525],[-79.951888,40.508252],[-79.948618,40.508666],[-79.947496,40.507477],[-79.946139,40.507604],[-79.943228,40.507316],[-79.944624,40.505729],[-79.944788,40.504172],[-79.942514,40.501529],[-79.940547,40.501483],[-79.94045,40.496367],[-79.939738,40.49499],[-79.939564,40.494671],[-79.939279,40.493873],[-79.938762,40.492259],[-79.938355,40.490983],[-79.947617,40.488758],[-79.951054,40.487655],[-79.954449,40.490819],[-79.955713,40.491748],[-79.956559,40.493337],[-79.954714,40.493946],[-79.950167,40.496926],[-79.948121,40.498264],[-79.949413,40.500594],[-79.950675,40.502113],[-79.954247,40.502],[-79.958266,40.501406],[-79.958274,40.503868]]]]},""properties"":{""MOVEMENT_ID"":""155"",""DISPLAY_NAME"":""100 Cherry Street, Pittsburgh"",""GEOID10"":""42003425000""}}"
222,155,567,12,100,59460,44497320,629.084219745155,3974.80600124203,42003425000,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.958274,40.503868],[-79.955221,40.50396],[-79.9562,40.505376],[-79.950757,40.505525],[-79.951888,40.508252],[-79.948618,40.508666],[-79.947496,40.507477],[-79.946139,40.507604],[-79.943228,40.507316],[-79.944624,40.505729],[-79.944788,40.504172],[-79.942514,40.501529],[-79.940547,40.501483],[-79.94045,40.496367],[-79.939738,40.49499],[-79.939564,40.494671],[-79.939279,40.493873],[-79.938762,40.492259],[-79.938355,40.490983],[-79.947617,40.488758],[-79.951054,40.487655],[-79.954449,40.490819],[-79.955713,40.491748],[-79.956559,40.493337],[-79.954714,40.493946],[-79.950167,40.496926],[-79.948121,40.498264],[-79.949413,40.500594],[-79.950675,40.502113],[-79.954247,40.502],[-79.958266,40.501406],[-79.958274,40.503868]]]]},""properties"":{""MOVEMENT_ID"":""155"",""DISPLAY_NAME"":""100 Cherry Street, Pittsburgh"",""GEOID10"":""42003425000""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.958274,40.503868],[-79.955221,40.50396],[-79.9562,40.505376],[-79.950757,40.505525],[-79.951888,40.508252],[-79.948618,40.508666],[-79.947496,40.507477],[-79.946139,40.507604],[-79.943228,40.507316],[-79.944624,40.505729],[-79.944788,40.504172],[-79.942514,40.501529],[-79.940547,40.501483],[-79.94045,40.496367],[-79.939738,40.49499],[-79.939564,40.494671],[-79.939279,40.493873],[-79.938762,40.492259],[-79.938355,40.490983],[-79.947617,40.488758],[-79.951054,40.487655],[-79.954449,40.490819],[-79.955713,40.491748],[-79.956559,40.493337],[-79.954714,40.493946],[-79.950167,40.496926],[-79.948121,40.498264],[-79.949413,40.500594],[-79.950675,40.502113],[-79.954247,40.502],[-79.958266,40.501406],[-79.958274,40.503868]]]]},""properties"":{""MOVEMENT_ID"":""155"",""DISPLAY_NAME"":""100 Cherry Street, Pittsburgh"",""GEOID10"":""42003425000""}}",
240,182,567,12,85,53249,43250437,536.262766164106,3404.75205784191,42003080200,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.954185,40.462184],[-79.953732,40.462807],[-79.952965,40.463608],[-79.951812,40.463146],[-79.949866,40.462087],[-79.947093,40.460615],[-79.948236,40.458457],[-79.947515,40.456873],[-79.950373,40.457205],[-79.95148,40.457344],[-79.9533,40.457766],[-79.955936,40.460303],[-79.954185,40.462184]]]]},""properties"":{""MOVEMENT_ID"":""182"",""DISPLAY_NAME"":""400 Pearl Street, Bloomfield, Pittsburgh"",""GEOID10"":""42003080200""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.954185,40.462184],[-79.953732,40.462807],[-79.952965,40.463608],[-79.951812,40.463146],[-79.949866,40.462087],[-79.947093,40.460615],[-79.948236,40.458457],[-79.947515,40.456873],[-79.950373,40.457205],[-79.95148,40.457344],[-79.9533,40.457766],[-79.955936,40.460303],[-79.954185,40.462184]]]]},""properties"":{""MOVEMENT_ID"":""182"",""DISPLAY_NAME"":""400 Pearl Street, Bloomfield, Pittsburgh"",""GEOID10"":""42003080200""}}",
246,187,567,12,648,439365,417557437,4139.29555204741,26588.0826498416,42003468700,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.098853,40.41815],[-80.091803,40.420088],[-80.089346,40.418438],[-80.088463,40.418885],[-80.085948,40.41695],[-80.084422,40.417505],[-80.079407,40.414785],[-80.080984,40.412796],[-80.078901,40.411303],[-80.080053,40.41197],[-80.083645,40.408815],[-80.083643,40.408879],[-80.088029,40.406735],[-80.088531,40.406509],[-80.088875,40.407463],[-80.090838,40.408235],[-80.093192,40.410585],[-80.094719,40.413068],[-80.097883,40.415111],[-80.09779,40.417116],[-80.098853,40.41815]]]]},""properties"":{""MOVEMENT_ID"":""187"",""DISPLAY_NAME"":""300 Wilcox Street, Carnegie"",""GEOID10"":""42003468700""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.098853,40.41815],[-80.091803,40.420088],[-80.089346,40.418438],[-80.088463,40.418885],[-80.085948,40.41695],[-80.084422,40.417505],[-80.079407,40.414785],[-80.080984,40.412796],[-80.078901,40.411303],[-80.080053,40.41197],[-80.083645,40.408815],[-80.083643,40.408879],[-80.088029,40.406735],[-80.088531,40.406509],[-80.088875,40.407463],[-80.090838,40.408235],[-80.093192,40.410585],[-80.094719,40.413068],[-80.097883,40.415111],[-80.09779,40.417116],[-80.098853,40.41815]]]]},""properties"":{""MOVEMENT_ID"":""187"",""DISPLAY_NAME"":""300 Wilcox Street, Carnegie"",""GEOID10"":""42003468700""}}",
247,187,567,5,500,263947,168236163,3096.93531637871,19249.7028927962,42003468700,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.098853,40.41815],[-80.091803,40.420088],[-80.089346,40.418438],[-80.088463,40.418885],[-80.085948,40.41695],[-80.084422,40.417505],[-80.079407,40.414785],[-80.080984,40.412796],[-80.078901,40.411303],[-80.080053,40.41197],[-80.083645,40.408815],[-80.083643,40.408879],[-80.088029,40.406735],[-80.088531,40.406509],[-80.088875,40.407463],[-80.090838,40.408235],[-80.093192,40.410585],[-80.094719,40.413068],[-80.097883,40.415111],[-80.09779,40.417116],[-80.098853,40.41815]]]]},""properties"":{""MOVEMENT_ID"":""187"",""DISPLAY_NAME"":""300 Wilcox Street, Carnegie"",""GEOID10"":""42003468700""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.098853,40.41815],[-80.091803,40.420088],[-80.089346,40.418438],[-80.088463,40.418885],[-80.085948,40.41695],[-80.084422,40.417505],[-80.079407,40.414785],[-80.080984,40.412796],[-80.078901,40.411303],[-80.080053,40.41197],[-80.083645,40.408815],[-80.083643,40.408879],[-80.088029,40.406735],[-80.088531,40.406509],[-80.088875,40.407463],[-80.090838,40.408235],[-80.093192,40.410585],[-80.094719,40.413068],[-80.097883,40.415111],[-80.09779,40.417116],[-80.098853,40.41815]]]]},""properties"":{""MOVEMENT_ID"":""187"",""DISPLAY_NAME"":""300 Wilcox Street, Carnegie"",""GEOID10"":""42003468700""}}"
254,193,567,5,333,128966,62593158,1945.75209374046,11451.9426045336,42003060500,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.974947,40.456294],[-79.968074,40.461012],[-79.967155,40.460552],[-79.966079,40.459437],[-79.957695,40.460843],[-79.956933,40.460727],[-79.955936,40.460303],[-79.957202,40.458821],[-79.95722,40.458654],[-79.957828,40.458489],[-79.958853,40.457975],[-79.96042,40.45698],[-79.966005,40.455191],[-79.96601,40.45566],[-79.973667,40.452843],[-79.972905,40.455613],[-79.974947,40.456294]]]]},""properties"":{""MOVEMENT_ID"":""193"",""DISPLAY_NAME"":""300 Harmar Street, Polish Hill, Pittsburgh"",""GEOID10"":""42003060500""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.974947,40.456294],[-79.968074,40.461012],[-79.967155,40.460552],[-79.966079,40.459437],[-79.957695,40.460843],[-79.956933,40.460727],[-79.955936,40.460303],[-79.957202,40.458821],[-79.95722,40.458654],[-79.957828,40.458489],[-79.958853,40.457975],[-79.96042,40.45698],[-79.966005,40.455191],[-79.96601,40.45566],[-79.973667,40.452843],[-79.972905,40.455613],[-79.974947,40.456294]]]]},""properties"":{""MOVEMENT_ID"":""193"",""DISPLAY_NAME"":""300 Harmar Street, Polish Hill, Pittsburgh"",""GEOID10"":""42003060500""}}"
255,193,567,12,425,187745,111759151,2532.2607638831,15203.343297248,42003060500,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.974947,40.456294],[-79.968074,40.461012],[-79.967155,40.460552],[-79.966079,40.459437],[-79.957695,40.460843],[-79.956933,40.460727],[-79.955936,40.460303],[-79.957202,40.458821],[-79.95722,40.458654],[-79.957828,40.458489],[-79.958853,40.457975],[-79.96042,40.45698],[-79.966005,40.455191],[-79.96601,40.45566],[-79.973667,40.452843],[-79.972905,40.455613],[-79.974947,40.456294]]]]},""properties"":{""MOVEMENT_ID"":""193"",""DISPLAY_NAME"":""300 Harmar Street, Polish Hill, Pittsburgh"",""GEOID10"":""42003060500""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.974947,40.456294],[-79.968074,40.461012],[-79.967155,40.460552],[-79.966079,40.459437],[-79.957695,40.460843],[-79.956933,40.460727],[-79.955936,40.460303],[-79.957202,40.458821],[-79.95722,40.458654],[-79.957828,40.458489],[-79.958853,40.457975],[-79.96042,40.45698],[-79.966005,40.455191],[-79.96601,40.45566],[-79.973667,40.452843],[-79.972905,40.455613],[-79.974947,40.456294]]]]},""properties"":{""MOVEMENT_ID"":""193"",""DISPLAY_NAME"":""300 Harmar Street, Polish Hill, Pittsburgh"",""GEOID10"":""42003060500""}}",
256,194,567,5,72,66089,66782969,488.049558033906,3314.19143073115,42003070500,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.934057,40.457262],[-79.92898,40.458758],[-79.925043,40.459954],[-79.925104,40.458992],[-79.925198,40.457378],[-79.925209,40.457124],[-79.925341,40.454161],[-79.927109,40.453429],[-79.928821,40.452752],[-79.930979,40.452062],[-79.932568,40.454746],[-79.934057,40.457262]]]]},""properties"":{""MOVEMENT_ID"":""194"",""DISPLAY_NAME"":""5800 Alder Street, Shadyside, Pittsburgh"",""GEOID10"":""42003070500""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.934057,40.457262],[-79.92898,40.458758],[-79.925043,40.459954],[-79.925104,40.458992],[-79.925198,40.457378],[-79.925209,40.457124],[-79.925341,40.454161],[-79.927109,40.453429],[-79.928821,40.452752],[-79.930979,40.452062],[-79.932568,40.454746],[-79.934057,40.457262]]]]},""properties"":{""MOVEMENT_ID"":""194"",""DISPLAY_NAME"":""5800 Alder Street, Shadyside, Pittsburgh"",""GEOID10"":""42003070500""}}"
257,194,567,12,74,72608,78977840,506.059393831037,3467.99521100349,42003070500,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.934057,40.457262],[-79.92898,40.458758],[-79.925043,40.459954],[-79.925104,40.458992],[-79.925198,40.457378],[-79.925209,40.457124],[-79.925341,40.454161],[-79.927109,40.453429],[-79.928821,40.452752],[-79.930979,40.452062],[-79.932568,40.454746],[-79.934057,40.457262]]]]},""properties"":{""MOVEMENT_ID"":""194"",""DISPLAY_NAME"":""5800 Alder Street, Shadyside, Pittsburgh"",""GEOID10"":""42003070500""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.934057,40.457262],[-79.92898,40.458758],[-79.925043,40.459954],[-79.925104,40.458992],[-79.925198,40.457378],[-79.925209,40.457124],[-79.925341,40.454161],[-79.927109,40.453429],[-79.928821,40.452752],[-79.930979,40.452062],[-79.932568,40.454746],[-79.934057,40.457262]]]]},""properties"":{""MOVEMENT_ID"":""194"",""DISPLAY_NAME"":""5800 Alder Street, Shadyside, Pittsburgh"",""GEOID10"":""42003070500""}}",
258,195,567,5,97,59399,42386155,613.339609193283,3902.49794184832,42003090200,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.96091,40.469796],[-79.958808,40.472818],[-79.958046,40.473859],[-79.954153,40.471294],[-79.954786,40.46888],[-79.953866,40.468348],[-79.951802,40.467364],[-79.95193,40.46617],[-79.952307,40.466142],[-79.954351,40.465798],[-79.955184,40.465652],[-79.957961,40.465182],[-79.95922,40.466235],[-79.960903,40.467584],[-79.96229,40.468707],[-79.96091,40.469796]]]]},""properties"":{""MOVEMENT_ID"":""195"",""DISPLAY_NAME"":""4200 Bessemer Street, Lawrenceville, Pittsburgh"",""GEOID10"":""42003090200""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.96091,40.469796],[-79.958808,40.472818],[-79.958046,40.473859],[-79.954153,40.471294],[-79.954786,40.46888],[-79.953866,40.468348],[-79.951802,40.467364],[-79.95193,40.46617],[-79.952307,40.466142],[-79.954351,40.465798],[-79.955184,40.465652],[-79.957961,40.465182],[-79.95922,40.466235],[-79.960903,40.467584],[-79.96229,40.468707],[-79.96091,40.469796]]]]},""properties"":{""MOVEMENT_ID"":""195"",""DISPLAY_NAME"":""4200 Bessemer Street, Lawrenceville, Pittsburgh"",""GEOID10"":""42003090200""}}"
259,195,567,12,107,73861,69336467,682.34506244344,4399.38474738796,42003090200,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.96091,40.469796],[-79.958808,40.472818],[-79.958046,40.473859],[-79.954153,40.471294],[-79.954786,40.46888],[-79.953866,40.468348],[-79.951802,40.467364],[-79.95193,40.46617],[-79.952307,40.466142],[-79.954351,40.465798],[-79.955184,40.465652],[-79.957961,40.465182],[-79.95922,40.466235],[-79.960903,40.467584],[-79.96229,40.468707],[-79.96091,40.469796]]]]},""properties"":{""MOVEMENT_ID"":""195"",""DISPLAY_NAME"":""4200 Bessemer Street, Lawrenceville, Pittsburgh"",""GEOID10"":""42003090200""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.96091,40.469796],[-79.958808,40.472818],[-79.958046,40.473859],[-79.954153,40.471294],[-79.954786,40.46888],[-79.953866,40.468348],[-79.951802,40.467364],[-79.95193,40.46617],[-79.952307,40.466142],[-79.954351,40.465798],[-79.955184,40.465652],[-79.957961,40.465182],[-79.95922,40.466235],[-79.960903,40.467584],[-79.96229,40.468707],[-79.96091,40.469796]]]]},""properties"":{""MOVEMENT_ID"":""195"",""DISPLAY_NAME"":""4200 Bessemer Street, Lawrenceville, Pittsburgh"",""GEOID10"":""42003090200""}}",
